,ccaa,sex,date,age_group,year,week,pop
20207,ES42,F,2020-07-01,Y55-59,10100,135,73494
20208,ES42,F,2020-07-01,Y60-64,10100,135,62122
20209,ES42,F,2020-07-01,Y65-69,10100,135,48654
20210,ES42,F,2020-07-01,Y70-74,10100,135,44939
20211,ES42,F,2020-07-01,Y75-79,10100,135,39236
20212,ES42,F,2020-07-01,Y80-84,10100,135,33800
20213,ES42,F,2020-07-01,Y85-89,10100,135,28523
20214,ES42,F,2020-07-01,Y_GE90,22220,297,18633
20215,ES42,F,2020-07-01,Y_LT5,10100,135,41916
20216,ES42,M,2002-01-01,Y10-14,10010,5,52655
20217,ES42,M,2002-01-01,Y15-19,10010,5,56694
20218,ES42,M,2002-01-01,Y20-24,10010,5,66638
20219,ES42,M,2002-01-01,Y25-29,10010,5,69611
20220,ES42,M,2002-01-01,Y30-34,10010,5,70616
20221,ES42,M,2002-01-01,Y35-39,10010,5,72165
20222,ES42,M,2002-01-01,Y40-44,10010,5,67200
20223,ES42,M,2002-01-01,Y45-49,10010,5,52078
20224,ES42,M,2002-01-01,Y5-9,10010,5,47595
20225,ES42,M,2002-01-01,Y50-54,10010,5,46521
20226,ES42,M,2002-01-01,Y55-59,10010,5,40939
20227,ES42,M,2002-01-01,Y60-64,10010,5,36768
20228,ES42,M,2002-01-01,Y65-69,10010,5,45693
20229,ES42,M,2002-01-01,Y70-74,10010,5,44173
20230,ES42,M,2002-01-01,Y75-79,10010,5,33783
20231,ES42,M,2002-01-01,Y80-84,10010,5,18111
20232,ES42,M,2002-01-01,Y85-89,10010,5,8506
20233,ES42,M,2002-01-01,Y_GE90,22022,11,3724
20234,ES42,M,2002-01-01,Y_LT5,10010,5,44090
20235,ES42,M,2002-07-01,Y10-14,10010,135,52902
20236,ES42,M,2002-07-01,Y15-19,10010,135,56466
20237,ES42,M,2002-07-01,Y20-24,10010,135,66941
20238,ES42,M,2002-07-01,Y25-29,10010,135,70971
20239,ES42,M,2002-07-01,Y30-34,10010,135,71475
20240,ES42,M,2002-07-01,Y35-39,10010,135,73104
20241,ES42,M,2002-07-01,Y40-44,10010,135,68442
20242,ES42,M,2002-07-01,Y45-49,10010,135,53506
20243,ES42,M,2002-07-01,Y5-9,10010,135,47293
20244,ES42,M,2002-07-01,Y50-54,10010,135,47359
20245,ES42,M,2002-07-01,Y55-59,10010,135,41798
20246,ES42,M,2002-07-01,Y60-64,10010,135,36136
20247,ES42,M,2002-07-01,Y65-69,10010,135,45107
20248,ES42,M,2002-07-01,Y70-74,10010,135,44296
20249,ES42,M,2002-07-01,Y75-79,10010,135,33989
20250,ES42,M,2002-07-01,Y80-84,10010,135,18997
20251,ES42,M,2002-07-01,Y85-89,10010,135,8523
20252,ES42,M,2002-07-01,Y_GE90,22022,297,3779
20253,ES42,M,2002-07-01,Y_LT5,10010,135,44556
20254,ES42,M,2003-01-01,Y10-14,10015,5,53285
20255,ES42,M,2003-01-01,Y15-19,10015,5,56398
20256,ES42,M,2003-01-01,Y20-24,10015,5,67424
20257,ES42,M,2003-01-01,Y25-29,10015,5,72583
20258,ES42,M,2003-01-01,Y30-34,10015,5,72447
20259,ES42,M,2003-01-01,Y35-39,10015,5,74308
20260,ES42,M,2003-01-01,Y40-44,10015,5,69910
20261,ES42,M,2003-01-01,Y45-49,10015,5,55149
20262,ES42,M,2003-01-01,Y5-9,10015,5,47018
20263,ES42,M,2003-01-01,Y50-54,10015,5,48285
20264,ES42,M,2003-01-01,Y55-59,10015,5,42813
20265,ES42,M,2003-01-01,Y60-64,10015,5,35621
20266,ES42,M,2003-01-01,Y65-69,10015,5,44669
20267,ES42,M,2003-01-01,Y70-74,10015,5,44568
20268,ES42,M,2003-01-01,Y75-79,10015,5,34403
20269,ES42,M,2003-01-01,Y80-84,10015,5,19945
20270,ES42,M,2003-01-01,Y85-89,10015,5,8561
20271,ES42,M,2003-01-01,Y_GE90,22033,11,3870
20272,ES42,M,2003-01-01,Y_LT5,10015,5,45166
20273,ES42,M,2003-07-01,Y10-14,10015,135,53334
20274,ES42,M,2003-07-01,Y15-19,10015,135,56470
20275,ES42,M,2003-07-01,Y20-24,10015,135,67290
20276,ES42,M,2003-07-01,Y25-29,10015,135,73924
20277,ES42,M,2003-07-01,Y30-34,10015,135,73319
20278,ES42,M,2003-07-01,Y35-39,10015,135,75229
20279,ES42,M,2003-07-01,Y40-44,10015,135,71208
20280,ES42,M,2003-07-01,Y45-49,10015,135,57118
20281,ES42,M,2003-07-01,Y5-9,10015,135,47105
20282,ES42,M,2003-07-01,Y50-54,10015,135,48659
20283,ES42,M,2003-07-01,Y55-59,10015,135,43617
20284,ES42,M,2003-07-01,Y60-64,10015,135,36572
20285,ES42,M,2003-07-01,Y65-69,10015,135,43350
20286,ES42,M,2003-07-01,Y70-74,10015,135,44665
20287,ES42,M,2003-07-01,Y75-79,10015,135,34819
20288,ES42,M,2003-07-01,Y80-84,10015,135,20874
20289,ES42,M,2003-07-01,Y85-89,10015,135,8643
20290,ES42,M,2003-07-01,Y_GE90,22033,297,3939
20291,ES42,M,2003-07-01,Y_LT5,10015,135,45847
20292,ES42,M,2004-01-01,Y10-14,10020,5,53411
20293,ES42,M,2004-01-01,Y15-19,10020,5,56641
20294,ES42,M,2004-01-01,Y20-24,10020,5,67271
20295,ES42,M,2004-01-01,Y25-29,10020,5,75470
20296,ES42,M,2004-01-01,Y30-34,10020,5,74446
20297,ES42,M,2004-01-01,Y35-39,10020,5,76325
20298,ES42,M,2004-01-01,Y40-44,10020,5,72621
20299,ES42,M,2004-01-01,Y45-49,10020,5,59119
20300,ES42,M,2004-01-01,Y5-9,10020,5,47265
20301,ES42,M,2004-01-01,Y50-54,10020,5,48983
20302,ES42,M,2004-01-01,Y55-59,10020,5,44364
20303,ES42,M,2004-01-01,Y60-64,10020,5,37501
20304,ES42,M,2004-01-01,Y65-69,10020,5,42032
20305,ES42,M,2004-01-01,Y70-74,10020,5,44734
20306,ES42,M,2004-01-01,Y75-79,10020,5,35227
20307,ES42,M,2004-01-01,Y80-84,10020,5,21703
20308,ES42,M,2004-01-01,Y85-89,10020,5,8710
20309,ES42,M,2004-01-01,Y_GE90,22044,11,3974
20310,ES42,M,2004-01-01,Y_LT5,10020,5,46513
20311,ES42,M,2004-07-01,Y10-14,10020,135,53237
20312,ES42,M,2004-07-01,Y15-19,10020,135,56589
20313,ES42,M,2004-07-01,Y20-24,10020,135,67057
20314,ES42,M,2004-07-01,Y25-29,10020,135,76361
20315,ES42,M,2004-07-01,Y30-34,10020,135,75513
20316,ES42,M,2004-07-01,Y35-39,10020,135,76879
20317,ES42,M,2004-07-01,Y40-44,10020,135,73937
20318,ES42,M,2004-07-01,Y45-49,10020,135,61310
20319,ES42,M,2004-07-01,Y5-9,10020,135,47519
20320,ES42,M,2004-07-01,Y50-54,10020,135,49579
20321,ES42,M,2004-07-01,Y55-59,10020,135,44869
20322,ES42,M,2004-07-01,Y60-64,10020,135,39403
20323,ES42,M,2004-07-01,Y65-69,10020,135,40020
20324,ES42,M,2004-07-01,Y70-74,10020,135,44473
20325,ES42,M,2004-07-01,Y75-79,10020,135,35721
20326,ES42,M,2004-07-01,Y80-84,10020,135,22453
20327,ES42,M,2004-07-01,Y85-89,10020,135,8734
20328,ES42,M,2004-07-01,Y_GE90,22044,297,4066
20329,ES42,M,2004-07-01,Y_LT5,10020,135,47167
20330,ES42,M,2005-01-01,Y10-14,10025,5,53196
20331,ES42,M,2005-01-01,Y15-19,10025,5,56993
20332,ES42,M,2005-01-01,Y20-24,10025,5,67867
20333,ES42,M,2005-01-01,Y25-29,10025,5,78289
20334,ES42,M,2005-01-01,Y30-34,10025,5,77425
20335,ES42,M,2005-01-01,Y35-39,10025,5,77973
20336,ES42,M,2005-01-01,Y40-44,10025,5,75490
20337,ES42,M,2005-01-01,Y45-49,10025,5,63644
20338,ES42,M,2005-01-01,Y5-9,10025,5,47944
20339,ES42,M,2005-01-01,Y50-54,10025,5,50310
20340,ES42,M,2005-01-01,Y55-59,10025,5,45476
20341,ES42,M,2005-01-01,Y60-64,10025,5,41362
20342,ES42,M,2005-01-01,Y65-69,10025,5,37997
20343,ES42,M,2005-01-01,Y70-74,10025,5,44270
20344,ES42,M,2005-01-01,Y75-79,10025,5,36240
20345,ES42,M,2005-01-01,Y80-84,10025,5,23203
20346,ES42,M,2005-01-01,Y85-89,10025,5,8813
20347,ES42,M,2005-01-01,Y_GE90,22055,11,4124
20348,ES42,M,2005-01-01,Y_LT5,10025,5,47995
20349,ES42,M,2005-07-01,Y10-14,10025,135,53069
20350,ES42,M,2005-07-01,Y15-19,10025,135,57444
20351,ES42,M,2005-07-01,Y20-24,10025,135,67910
20352,ES42,M,2005-07-01,Y25-29,10025,135,79632
20353,ES42,M,2005-07-01,Y30-34,10025,135,79266
20354,ES42,M,2005-07-01,Y35-39,10025,135,79270
20355,ES42,M,2005-07-01,Y40-44,10025,135,76593
20356,ES42,M,2005-07-01,Y45-49,10025,135,66076
20357,ES42,M,2005-07-01,Y5-9,10025,135,48551
20358,ES42,M,2005-07-01,Y50-54,10025,135,51268
20359,ES42,M,2005-07-01,Y55-59,10025,135,46063
20360,ES42,M,2005-07-01,Y60-64,10025,135,40798
20361,ES42,M,2005-07-01,Y65-69,10025,135,38559
20362,ES42,M,2005-07-01,Y70-74,10025,135,43778
20363,ES42,M,2005-07-01,Y75-79,10025,135,36792
20364,ES42,M,2005-07-01,Y80-84,10025,135,23630
20365,ES42,M,2005-07-01,Y85-89,10025,135,8996
20366,ES42,M,2005-07-01,Y_GE90,22055,297,4127
20367,ES42,M,2005-07-01,Y_LT5,10025,135,48746
20368,ES42,M,2006-01-01,Y10-14,10030,5,53123
20369,ES42,M,2006-01-01,Y15-19,10030,5,57948
20370,ES42,M,2006-01-01,Y20-24,10030,5,67543
20371,ES42,M,2006-01-01,Y25-29,10030,5,80609
20372,ES42,M,2006-01-01,Y30-34,10030,5,80824
20373,ES42,M,2006-01-01,Y35-39,10030,5,80401
20374,ES42,M,2006-01-01,Y40-44,10030,5,77678
20375,ES42,M,2006-01-01,Y45-49,10030,5,68472
20376,ES42,M,2006-01-01,Y5-9,10030,5,49207
20377,ES42,M,2006-01-01,Y50-54,10030,5,52284
20378,ES42,M,2006-01-01,Y55-59,10030,5,46646
20379,ES42,M,2006-01-01,Y60-64,10030,5,40152
20380,ES42,M,2006-01-01,Y65-69,10030,5,39241
20381,ES42,M,2006-01-01,Y70-74,10030,5,43420
20382,ES42,M,2006-01-01,Y75-79,10030,5,37536
20383,ES42,M,2006-01-01,Y80-84,10030,5,24210
20384,ES42,M,2006-01-01,Y85-89,10030,5,9329
20385,ES42,M,2006-01-01,Y_GE90,22066,11,4209
20386,ES42,M,2006-01-01,Y_LT5,10030,5,49487
20387,ES42,M,2006-07-01,Y10-14,10030,135,53038
20388,ES42,M,2006-07-01,Y15-19,10030,135,58359
20389,ES42,M,2006-07-01,Y20-24,10030,135,67694
20390,ES42,M,2006-07-01,Y25-29,10030,135,81850
20391,ES42,M,2006-07-01,Y30-34,10030,135,83153
20392,ES42,M,2006-07-01,Y35-39,10030,135,81675
20393,ES42,M,2006-07-01,Y40-44,10030,135,78876
20394,ES42,M,2006-07-01,Y45-49,10030,135,70424
20395,ES42,M,2006-07-01,Y5-9,10030,135,49909
20396,ES42,M,2006-07-01,Y50-54,10030,135,53688
20397,ES42,M,2006-07-01,Y55-59,10030,135,47430
20398,ES42,M,2006-07-01,Y60-64,10030,135,41080
20399,ES42,M,2006-07-01,Y65-69,10030,135,38080
20400,ES42,M,2006-07-01,Y70-74,10030,135,43101
20401,ES42,M,2006-07-01,Y75-79,10030,135,37694
20402,ES42,M,2006-07-01,Y80-84,10030,135,24674
20403,ES42,M,2006-07-01,Y85-89,10030,135,9983
20404,ES42,M,2006-07-01,Y_GE90,22066,297,4275
20405,ES42,M,2006-07-01,Y_LT5,10030,135,50677
20406,ES42,M,2007-01-01,Y10-14,10035,5,53107
20407,ES42,M,2007-01-01,Y15-19,10035,5,58943
20408,ES42,M,2007-01-01,Y20-24,10035,5,68255
20409,ES42,M,2007-01-01,Y25-29,10035,5,83426
20410,ES42,M,2007-01-01,Y30-34,10035,5,85932
20411,ES42,M,2007-01-01,Y35-39,10035,5,83347
20412,ES42,M,2007-01-01,Y40-44,10035,5,80274
20413,ES42,M,2007-01-01,Y45-49,10035,5,72648
20414,ES42,M,2007-01-01,Y5-9,10035,5,50666
20415,ES42,M,2007-01-01,Y50-54,10035,5,55300
20416,ES42,M,2007-01-01,Y55-59,10035,5,48356
20417,ES42,M,2007-01-01,Y60-64,10035,5,42071
20418,ES42,M,2007-01-01,Y65-69,10035,5,37044
20419,ES42,M,2007-01-01,Y70-74,10035,5,42866
20420,ES42,M,2007-01-01,Y75-79,10035,5,37927
20421,ES42,M,2007-01-01,Y80-84,10035,5,25140
20422,ES42,M,2007-01-01,Y85-89,10035,5,10550
20423,ES42,M,2007-01-01,Y_GE90,22077,11,4338
20424,ES42,M,2007-01-01,Y_LT5,10035,5,51966
20425,ES42,M,2007-07-01,Y10-14,10035,135,53102
20426,ES42,M,2007-07-01,Y15-19,10035,135,59719
20427,ES42,M,2007-07-01,Y20-24,10035,135,69630
20428,ES42,M,2007-07-01,Y25-29,10035,135,85171
20429,ES42,M,2007-07-01,Y30-34,10035,135,89030
20430,ES42,M,2007-07-01,Y35-39,10035,135,85321
20431,ES42,M,2007-07-01,Y40-44,10035,135,82298
20432,ES42,M,2007-07-01,Y45-49,10035,135,74319
20433,ES42,M,2007-07-01,Y5-9,10035,135,51557
20434,ES42,M,2007-07-01,Y50-54,10035,135,57161
20435,ES42,M,2007-07-01,Y55-59,10035,135,49357
20436,ES42,M,2007-07-01,Y60-64,10035,135,42989
20437,ES42,M,2007-07-01,Y65-69,10035,135,36481
20438,ES42,M,2007-07-01,Y70-74,10035,135,42300
20439,ES42,M,2007-07-01,Y75-79,10035,135,38140
20440,ES42,M,2007-07-01,Y80-84,10035,135,25379
20441,ES42,M,2007-07-01,Y85-89,10035,135,11200
20442,ES42,M,2007-07-01,Y_GE90,22077,297,4356
20443,ES42,M,2007-07-01,Y_LT5,10035,135,53266
20444,ES42,M,2008-01-01,Y10-14,10040,5,53213
20445,ES42,M,2008-01-01,Y15-19,10040,5,60355
20446,ES42,M,2008-01-01,Y20-24,10040,5,70495
20447,ES42,M,2008-01-01,Y25-29,10040,5,86241
20448,ES42,M,2008-01-01,Y30-34,10040,5,91647
20449,ES42,M,2008-01-01,Y35-39,10040,5,86888
20450,ES42,M,2008-01-01,Y40-44,10040,5,84123
20451,ES42,M,2008-01-01,Y45-49,10040,5,75870
20452,ES42,M,2008-01-01,Y5-9,10040,5,52504
20453,ES42,M,2008-01-01,Y50-54,10040,5,58869
20454,ES42,M,2008-01-01,Y55-59,10040,5,50241
20455,ES42,M,2008-01-01,Y60-64,10040,5,43889
20456,ES42,M,2008-01-01,Y65-69,10040,5,35906
20457,ES42,M,2008-01-01,Y70-74,10040,5,41756
20458,ES42,M,2008-01-01,Y75-79,10040,5,38428
20459,ES42,M,2008-01-01,Y80-84,10040,5,25756
20460,ES42,M,2008-01-01,Y85-89,10040,5,11808
20461,ES42,M,2008-01-01,Y_GE90,22088,11,4386
20462,ES42,M,2008-01-01,Y_LT5,10040,5,54487
20463,ES42,M,2008-07-01,Y10-14,10040,135,53210
20464,ES42,M,2008-07-01,Y15-19,10040,135,60052
20465,ES42,M,2008-07-01,Y20-24,10040,135,70357
20466,ES42,M,2008-07-01,Y25-29,10040,135,86039
20467,ES42,M,2008-07-01,Y30-34,10040,135,93299
20468,ES42,M,2008-07-01,Y35-39,10040,135,88100
20469,ES42,M,2008-07-01,Y40-44,10040,135,85241
20470,ES42,M,2008-07-01,Y45-49,10040,135,77225
20471,ES42,M,2008-07-01,Y5-9,10040,135,53233
20472,ES42,M,2008-07-01,Y50-54,10040,135,60759
20473,ES42,M,2008-07-01,Y55-59,10040,135,50564
20474,ES42,M,2008-07-01,Y60-64,10040,135,44626
20475,ES42,M,2008-07-01,Y65-69,10040,135,36786
20476,ES42,M,2008-07-01,Y70-74,10040,135,40491
20477,ES42,M,2008-07-01,Y75-79,10040,135,38504
20478,ES42,M,2008-07-01,Y80-84,10040,135,26083
20479,ES42,M,2008-07-01,Y85-89,10040,135,12398
20480,ES42,M,2008-07-01,Y_GE90,22088,297,4454
20481,ES42,M,2008-07-01,Y_LT5,10040,135,55778
20482,ES42,M,2009-01-01,Y10-14,10045,5,53211
20483,ES42,M,2009-01-01,Y15-19,10045,5,59727
20484,ES42,M,2009-01-01,Y20-24,10045,5,69723
20485,ES42,M,2009-01-01,Y25-29,10045,5,85129
20486,ES42,M,2009-01-01,Y30-34,10045,5,94544
20487,ES42,M,2009-01-01,Y35-39,10045,5,88823
20488,ES42,M,2009-01-01,Y40-44,10045,5,86198
20489,ES42,M,2009-01-01,Y45-49,10045,5,78436
20490,ES42,M,2009-01-01,Y5-9,10045,5,53993
20491,ES42,M,2009-01-01,Y50-54,10045,5,62598
20492,ES42,M,2009-01-01,Y55-59,10045,5,50886
20493,ES42,M,2009-01-01,Y60-64,10045,5,45316
20494,ES42,M,2009-01-01,Y65-69,10045,5,37702
20495,ES42,M,2009-01-01,Y70-74,10045,5,39346
20496,ES42,M,2009-01-01,Y75-79,10045,5,38660
20497,ES42,M,2009-01-01,Y80-84,10045,5,26516
20498,ES42,M,2009-01-01,Y85-89,10045,5,12952
20499,ES42,M,2009-01-01,Y_GE90,22099,11,4519
20500,ES42,M,2009-01-01,Y_LT5,10045,5,56888
20501,ES42,M,2009-07-01,Y10-14,10045,135,53363
20502,ES42,M,2009-07-01,Y15-19,10045,135,59270
20503,ES42,M,2009-07-01,Y20-24,10045,135,68548
20504,ES42,M,2009-07-01,Y25-29,10045,135,83769
20505,ES42,M,2009-07-01,Y30-34,10045,135,94741
20506,ES42,M,2009-07-01,Y35-39,10045,135,89428
20507,ES42,M,2009-07-01,Y40-44,10045,135,86468
20508,ES42,M,2009-07-01,Y45-49,10045,135,79577
20509,ES42,M,2009-07-01,Y5-9,10045,135,54479
20510,ES42,M,2009-07-01,Y50-54,10045,135,64675
20511,ES42,M,2009-07-01,Y55-59,10045,135,51440
20512,ES42,M,2009-07-01,Y60-64,10045,135,45802
20513,ES42,M,2009-07-01,Y65-69,10045,135,39555
20514,ES42,M,2009-07-01,Y70-74,10045,135,37375
20515,ES42,M,2009-07-01,Y75-79,10045,135,38419
20516,ES42,M,2009-07-01,Y80-84,10045,135,26997
20517,ES42,M,2009-07-01,Y85-89,10045,135,13459
20518,ES42,M,2009-07-01,Y_GE90,22099,297,4525
20519,ES42,M,2009-07-01,Y_LT5,10045,135,57613
20520,ES42,M,2010-01-01,Y10-14,10050,5,53465
20521,ES42,M,2010-01-01,Y15-19,10050,5,58794
20522,ES42,M,2010-01-01,Y20-24,10050,5,67458
20523,ES42,M,2010-01-01,Y25-29,10050,5,82270
20524,ES42,M,2010-01-01,Y30-34,10050,5,94647
20525,ES42,M,2010-01-01,Y35-39,10050,5,89967
20526,ES42,M,2010-01-01,Y40-44,10050,5,86663
20527,ES42,M,2010-01-01,Y45-49,10050,5,80717
20528,ES42,M,2010-01-01,Y5-9,10050,5,54905
20529,ES42,M,2010-01-01,Y50-54,10050,5,66755
20530,ES42,M,2010-01-01,Y55-59,10050,5,51950
20531,ES42,M,2010-01-01,Y60-64,10050,5,46276
20532,ES42,M,2010-01-01,Y65-69,10050,5,41432
20533,ES42,M,2010-01-01,Y70-74,10050,5,35540
20534,ES42,M,2010-01-01,Y75-79,10050,5,38308
20535,ES42,M,2010-01-01,Y80-84,10050,5,27583
20536,ES42,M,2010-01-01,Y85-89,10050,5,13999
20537,ES42,M,2010-01-01,Y_GE90,22110,11,4598
20538,ES42,M,2010-01-01,Y_LT5,10050,5,58191
20539,ES42,M,2010-07-01,Y10-14,10050,135,53649
20540,ES42,M,2010-07-01,Y15-19,10050,135,58273
20541,ES42,M,2010-07-01,Y20-24,10050,135,66504
20542,ES42,M,2010-07-01,Y25-29,10050,135,80232
20543,ES42,M,2010-07-01,Y30-34,10050,135,94049
20544,ES42,M,2010-07-01,Y35-39,10050,135,90517
20545,ES42,M,2010-07-01,Y40-44,10050,135,87036
20546,ES42,M,2010-07-01,Y45-49,10050,135,81187
20547,ES42,M,2010-07-01,Y5-9,10050,135,55246
20548,ES42,M,2010-07-01,Y50-54,10050,135,68853
20549,ES42,M,2010-07-01,Y55-59,10050,135,52761
20550,ES42,M,2010-07-01,Y60-64,10050,135,46707
20551,ES42,M,2010-07-01,Y65-69,10050,135,40778
20552,ES42,M,2010-07-01,Y70-74,10050,135,36143
20553,ES42,M,2010-07-01,Y75-79,10050,135,37962
20554,ES42,M,2010-07-01,Y80-84,10050,135,28243
20555,ES42,M,2010-07-01,Y85-89,10050,135,14393
20556,ES42,M,2010-07-01,Y_GE90,22110,297,4826
20557,ES42,M,2010-07-01,Y_LT5,10050,135,58467
20558,ES42,M,2011-01-01,Y10-14,10055,5,53856
20559,ES42,M,2011-01-01,Y15-19,10055,5,57770
20560,ES42,M,2011-01-01,Y20-24,10055,5,65833
20561,ES42,M,2011-01-01,Y25-29,10055,5,78379
20562,ES42,M,2011-01-01,Y30-34,10055,5,93615
20563,ES42,M,2011-01-01,Y35-39,10055,5,91128
20564,ES42,M,2011-01-01,Y40-44,10055,5,87464
20565,ES42,M,2011-01-01,Y45-49,10055,5,81740
20566,ES42,M,2011-01-01,Y5-9,10055,5,55627
20567,ES42,M,2011-01-01,Y50-54,10055,5,71009
20568,ES42,M,2011-01-01,Y55-59,10055,5,53556
20569,ES42,M,2011-01-01,Y60-64,10055,5,47211
20570,ES42,M,2011-01-01,Y65-69,10055,5,40144
20571,ES42,M,2011-01-01,Y70-74,10055,5,36816
20572,ES42,M,2011-01-01,Y75-79,10055,5,37727
20573,ES42,M,2011-01-01,Y80-84,10055,5,28892
20574,ES42,M,2011-01-01,Y85-89,10055,5,14814
20575,ES42,M,2011-01-01,Y_GE90,22121,11,4990
20576,ES42,M,2011-01-01,Y_LT5,10055,5,58938
20577,ES42,M,2011-07-01,Y10-14,10055,135,53983
20578,ES42,M,2011-07-01,Y15-19,10055,135,57129
20579,ES42,M,2011-07-01,Y20-24,10055,135,65116
20580,ES42,M,2011-07-01,Y25-29,10055,135,76607
20581,ES42,M,2011-07-01,Y30-34,10055,135,92692
20582,ES42,M,2011-07-01,Y35-39,10055,135,91992
20583,ES42,M,2011-07-01,Y40-44,10055,135,87695
20584,ES42,M,2011-07-01,Y45-49,10055,135,82438
20585,ES42,M,2011-07-01,Y5-9,10055,135,56346
20586,ES42,M,2011-07-01,Y50-54,10055,135,72531
20587,ES42,M,2011-07-01,Y55-59,10055,135,54720
20588,ES42,M,2011-07-01,Y60-64,10055,135,47796
20589,ES42,M,2011-07-01,Y65-69,10055,135,40818
20590,ES42,M,2011-07-01,Y70-74,10055,135,35675
20591,ES42,M,2011-07-01,Y75-79,10055,135,37416
20592,ES42,M,2011-07-01,Y80-84,10055,135,29103
20593,ES42,M,2011-07-01,Y85-89,10055,135,15215
20594,ES42,M,2011-07-01,Y_GE90,22121,297,5397
20595,ES42,M,2011-07-01,Y_LT5,10055,135,58905
20596,ES42,M,2012-01-01,Y10-14,10060,5,54101
20597,ES42,M,2012-01-01,Y15-19,10060,5,56509
20598,ES42,M,2012-01-01,Y20-24,10060,5,64386
20599,ES42,M,2012-01-01,Y25-29,10060,5,74715
20600,ES42,M,2012-01-01,Y30-34,10060,5,91424
20601,ES42,M,2012-01-01,Y35-39,10060,5,92722
20602,ES42,M,2012-01-01,Y40-44,10060,5,87809
20603,ES42,M,2012-01-01,Y45-49,10060,5,83048
20604,ES42,M,2012-01-01,Y5-9,10060,5,57070
20605,ES42,M,2012-01-01,Y50-54,10060,5,74031
20606,ES42,M,2012-01-01,Y55-59,10060,5,55823
20607,ES42,M,2012-01-01,Y60-64,10060,5,48414
20608,ES42,M,2012-01-01,Y65-69,10060,5,41493
20609,ES42,M,2012-01-01,Y70-74,10060,5,34543
20610,ES42,M,2012-01-01,Y75-79,10060,5,37148
20611,ES42,M,2012-01-01,Y80-84,10060,5,29337
20612,ES42,M,2012-01-01,Y85-89,10060,5,15702
20613,ES42,M,2012-01-01,Y_GE90,22132,11,5676
20614,ES42,M,2012-01-01,Y_LT5,10060,5,58704
20615,ES42,M,2012-07-01,Y10-14,10060,135,54156
20616,ES42,M,2012-07-01,Y15-19,10060,135,55783
20617,ES42,M,2012-07-01,Y20-24,10060,135,63429
20618,ES42,M,2012-07-01,Y25-29,10060,135,72716
20619,ES42,M,2012-07-01,Y30-34,10060,135,89348
20620,ES42,M,2012-07-01,Y35-39,10060,135,92703
20621,ES42,M,2012-07-01,Y40-44,10060,135,87478
20622,ES42,M,2012-07-01,Y45-49,10060,135,83545
20623,ES42,M,2012-07-01,Y5-9,10060,135,57471
20624,ES42,M,2012-07-01,Y50-54,10060,135,74760
20625,ES42,M,2012-07-01,Y55-59,10060,135,56966
20626,ES42,M,2012-07-01,Y60-64,10060,135,48898
20627,ES42,M,2012-07-01,Y65-69,10060,135,42075
20628,ES42,M,2012-07-01,Y70-74,10060,135,33801
20629,ES42,M,2012-07-01,Y75-79,10060,135,36541
20630,ES42,M,2012-07-01,Y80-84,10060,135,29428
20631,ES42,M,2012-07-01,Y85-89,10060,135,15818
20632,ES42,M,2012-07-01,Y_GE90,22132,297,5933
20633,ES42,M,2012-07-01,Y_LT5,10060,135,57921
20634,ES42,M,2013-01-01,Y10-14,10065,5,54223
20635,ES42,M,2013-01-01,Y15-19,10065,5,54973
20636,ES42,M,2013-01-01,Y20-24,10065,5,62467
20637,ES42,M,2013-01-01,Y25-29,10065,5,70709
20638,ES42,M,2013-01-01,Y30-34,10065,5,87276
20639,ES42,M,2013-01-01,Y35-39,10065,5,92670
20640,ES42,M,2013-01-01,Y40-44,10065,5,87116
20641,ES42,M,2013-01-01,Y45-49,10065,5,84063
20642,ES42,M,2013-01-01,Y5-9,10065,5,57794
20643,ES42,M,2013-01-01,Y50-54,10065,5,75474
20644,ES42,M,2013-01-01,Y55-59,10065,5,58142
20645,ES42,M,2013-01-01,Y60-64,10065,5,49459
20646,ES42,M,2013-01-01,Y65-69,10065,5,42791
20647,ES42,M,2013-01-01,Y70-74,10065,5,33198
20648,ES42,M,2013-01-01,Y75-79,10065,5,36029
20649,ES42,M,2013-01-01,Y80-84,10065,5,29761
20650,ES42,M,2013-01-01,Y85-89,10065,5,16110
20651,ES42,M,2013-01-01,Y_GE90,22143,11,6238
20652,ES42,M,2013-01-01,Y_LT5,10065,5,57275
20653,ES42,M,2013-07-01,Y10-14,10065,135,54331
20654,ES42,M,2013-07-01,Y15-19,10065,135,54419
20655,ES42,M,2013-07-01,Y20-24,10065,135,61139
20656,ES42,M,2013-07-01,Y25-29,10065,135,68712
20657,ES42,M,2013-07-01,Y30-34,10065,135,84373
20658,ES42,M,2013-07-01,Y35-39,10065,135,91994
20659,ES42,M,2013-07-01,Y40-44,10065,135,86637
20660,ES42,M,2013-07-01,Y45-49,10065,135,84031
20661,ES42,M,2013-07-01,Y5-9,10065,135,58178
20662,ES42,M,2013-07-01,Y50-54,10065,135,76027
20663,ES42,M,2013-07-01,Y55-59,10065,135,59525
20664,ES42,M,2013-07-01,Y60-64,10065,135,49496
20665,ES42,M,2013-07-01,Y65-69,10065,135,43195
20666,ES42,M,2013-07-01,Y70-74,10065,135,33938
20667,ES42,M,2013-07-01,Y75-79,10065,135,34890
20668,ES42,M,2013-07-01,Y80-84,10065,135,29823
20669,ES42,M,2013-07-01,Y85-89,10065,135,16482
20670,ES42,M,2013-07-01,Y_GE90,22143,297,6572
