,ccaa,sex,date,age_group,year,week,pop
480,ES11,F,2014-07-01,Y35-39,10070,135,112630
481,ES11,F,2014-07-01,Y40-44,10070,135,108527
482,ES11,F,2014-07-01,Y45-49,10070,135,105700
483,ES11,F,2014-07-01,Y5-9,10070,135,55091
484,ES11,F,2014-07-01,Y50-54,10070,135,100668
485,ES11,F,2014-07-01,Y55-59,10070,135,94272
486,ES11,F,2014-07-01,Y60-64,10070,135,86498
487,ES11,F,2014-07-01,Y65-69,10070,135,87452
488,ES11,F,2014-07-01,Y70-74,10070,135,74825
489,ES11,F,2014-07-01,Y75-79,10070,135,71873
490,ES11,F,2014-07-01,Y80-84,10070,135,69453
491,ES11,F,2014-07-01,Y85-89,10070,135,44125
492,ES11,F,2014-07-01,Y_GE90,22154,297,27395
493,ES11,F,2014-07-01,Y_LT5,10070,135,51083
494,ES11,F,2015-01-01,Y10-14,10075,5,52277
495,ES11,F,2015-01-01,Y15-19,10075,5,50495
496,ES11,F,2015-01-01,Y20-24,10075,5,58234
497,ES11,F,2015-01-01,Y25-29,10075,5,69068
498,ES11,F,2015-01-01,Y30-34,10075,5,89783
499,ES11,F,2015-01-01,Y35-39,10075,5,112027
500,ES11,F,2015-01-01,Y40-44,10075,5,108713
501,ES11,F,2015-01-01,Y45-49,10075,5,106156
502,ES11,F,2015-01-01,Y5-9,10075,5,55317
503,ES11,F,2015-01-01,Y50-54,10075,5,101001
504,ES11,F,2015-01-01,Y55-59,10075,5,95252
505,ES11,F,2015-01-01,Y60-64,10075,5,86374
506,ES11,F,2015-01-01,Y65-69,10075,5,87785
507,ES11,F,2015-01-01,Y70-74,10075,5,77228
508,ES11,F,2015-01-01,Y75-79,10075,5,69047
509,ES11,F,2015-01-01,Y80-84,10075,5,70526
510,ES11,F,2015-01-01,Y85-89,10075,5,45000
511,ES11,F,2015-01-01,Y_GE90,22165,11,28021
512,ES11,F,2015-01-01,Y_LT5,10075,5,50337
513,ES11,F,2015-07-01,Y10-14,10075,135,52534
514,ES11,F,2015-07-01,Y15-19,10075,135,50551
515,ES11,F,2015-07-01,Y20-24,10075,135,57213
516,ES11,F,2015-07-01,Y25-29,10075,135,67459
517,ES11,F,2015-07-01,Y30-34,10075,135,86837
518,ES11,F,2015-07-01,Y35-39,10075,135,110467
519,ES11,F,2015-07-01,Y40-44,10075,135,109378
520,ES11,F,2015-07-01,Y45-49,10075,135,106382
521,ES11,F,2015-07-01,Y5-9,10075,135,55193
522,ES11,F,2015-07-01,Y50-54,10075,135,101093
523,ES11,F,2015-07-01,Y55-59,10075,135,96407
524,ES11,F,2015-07-01,Y60-64,10075,135,86672
525,ES11,F,2015-07-01,Y65-69,10075,135,87100
526,ES11,F,2015-07-01,Y70-74,10075,135,78118
527,ES11,F,2015-07-01,Y75-79,10075,135,68144
528,ES11,F,2015-07-01,Y80-84,10075,135,70730
529,ES11,F,2015-07-01,Y85-89,10075,135,45669
530,ES11,F,2015-07-01,Y_GE90,22165,297,28234
531,ES11,F,2015-07-01,Y_LT5,10075,135,49627
532,ES11,F,2016-01-01,Y10-14,10080,5,52852
533,ES11,F,2016-01-01,Y15-19,10080,5,50641
534,ES11,F,2016-01-01,Y20-24,10080,5,56274
535,ES11,F,2016-01-01,Y25-29,10080,5,65976
536,ES11,F,2016-01-01,Y30-34,10080,5,84143
537,ES11,F,2016-01-01,Y35-39,10080,5,108942
538,ES11,F,2016-01-01,Y40-44,10080,5,110071
539,ES11,F,2016-01-01,Y45-49,10080,5,106692
540,ES11,F,2016-01-01,Y5-9,10080,5,55107
541,ES11,F,2016-01-01,Y50-54,10080,5,101288
542,ES11,F,2016-01-01,Y55-59,10080,5,97536
543,ES11,F,2016-01-01,Y60-64,10080,5,87021
544,ES11,F,2016-01-01,Y65-69,10080,5,86577
545,ES11,F,2016-01-01,Y70-74,10080,5,79052
546,ES11,F,2016-01-01,Y75-79,10080,5,67453
547,ES11,F,2016-01-01,Y80-84,10080,5,71227
548,ES11,F,2016-01-01,Y85-89,10080,5,46773
549,ES11,F,2016-01-01,Y_GE90,22176,11,28623
550,ES11,F,2016-01-01,Y_LT5,10080,5,49214
551,ES11,F,2016-07-01,Y10-14,10080,135,53159
552,ES11,F,2016-07-01,Y15-19,10080,135,50849
553,ES11,F,2016-07-01,Y20-24,10080,135,55435
554,ES11,F,2016-07-01,Y25-29,10080,135,64684
555,ES11,F,2016-07-01,Y30-34,10080,135,81512
556,ES11,F,2016-07-01,Y35-39,10080,135,106701
557,ES11,F,2016-07-01,Y40-44,10080,135,110703
558,ES11,F,2016-07-01,Y45-49,10080,135,106900
559,ES11,F,2016-07-01,Y5-9,10080,135,54917
560,ES11,F,2016-07-01,Y50-54,10080,135,101688
561,ES11,F,2016-07-01,Y55-59,10080,135,98092
562,ES11,F,2016-07-01,Y60-64,10080,135,88133
563,ES11,F,2016-07-01,Y65-69,10080,135,85891
564,ES11,F,2016-07-01,Y70-74,10080,135,80563
565,ES11,F,2016-07-01,Y75-79,10080,135,65830
566,ES11,F,2016-07-01,Y80-84,10080,135,71699
567,ES11,F,2016-07-01,Y85-89,10080,135,47243
568,ES11,F,2016-07-01,Y_GE90,22176,297,29106
569,ES11,F,2016-07-01,Y_LT5,10080,135,48678
570,ES11,F,2017-01-01,Y10-14,10085,5,53500
571,ES11,F,2017-01-01,Y15-19,10085,5,51105
572,ES11,F,2017-01-01,Y20-24,10085,5,54740
573,ES11,F,2017-01-01,Y25-29,10085,5,63607
574,ES11,F,2017-01-01,Y30-34,10085,5,79136
575,ES11,F,2017-01-01,Y35-39,10085,5,104633
576,ES11,F,2017-01-01,Y40-44,10085,5,111539
577,ES11,F,2017-01-01,Y45-49,10085,5,107231
578,ES11,F,2017-01-01,Y5-9,10085,5,54817
579,ES11,F,2017-01-01,Y50-54,10085,5,102139
580,ES11,F,2017-01-01,Y55-59,10085,5,98695
581,ES11,F,2017-01-01,Y60-64,10085,5,89285
582,ES11,F,2017-01-01,Y65-69,10085,5,85278
583,ES11,F,2017-01-01,Y70-74,10085,5,82160
584,ES11,F,2017-01-01,Y75-79,10085,5,64401
585,ES11,F,2017-01-01,Y80-84,10085,5,72372
586,ES11,F,2017-01-01,Y85-89,10085,5,48013
587,ES11,F,2017-01-01,Y_GE90,22187,11,29732
588,ES11,F,2017-01-01,Y_LT5,10085,5,48298
589,ES11,F,2017-07-01,Y10-14,10085,135,53975
590,ES11,F,2017-07-01,Y15-19,10085,135,51323
591,ES11,F,2017-07-01,Y20-24,10085,135,54082
592,ES11,F,2017-07-01,Y25-29,10085,135,62620
593,ES11,F,2017-07-01,Y30-34,10085,135,77080
594,ES11,F,2017-07-01,Y35-39,10085,135,102292
595,ES11,F,2017-07-01,Y40-44,10085,135,111782
596,ES11,F,2017-07-01,Y45-49,10085,135,107419
597,ES11,F,2017-07-01,Y5-9,10085,135,54487
598,ES11,F,2017-07-01,Y50-54,10085,135,102796
599,ES11,F,2017-07-01,Y55-59,10085,135,98965
600,ES11,F,2017-07-01,Y60-64,10085,135,89969
601,ES11,F,2017-07-01,Y65-69,10085,135,85797
602,ES11,F,2017-07-01,Y70-74,10085,135,82767
603,ES11,F,2017-07-01,Y75-79,10085,135,64327
604,ES11,F,2017-07-01,Y80-84,10085,135,71044
605,ES11,F,2017-07-01,Y85-89,10085,135,48992
606,ES11,F,2017-07-01,Y_GE90,22187,297,30026
607,ES11,F,2017-07-01,Y_LT5,10085,135,47646
608,ES11,F,2018-01-01,Y10-14,10090,5,54537
609,ES11,F,2018-01-01,Y15-19,10090,5,51648
610,ES11,F,2018-01-01,Y20-24,10090,5,53660
611,ES11,F,2018-01-01,Y25-29,10090,5,61949
612,ES11,F,2018-01-01,Y30-34,10090,5,75248
613,ES11,F,2018-01-01,Y35-39,10090,5,100100
614,ES11,F,2018-01-01,Y40-44,10090,5,112251
615,ES11,F,2018-01-01,Y45-49,10090,5,107817
616,ES11,F,2018-01-01,Y5-9,10090,5,54330
617,ES11,F,2018-01-01,Y50-54,10090,5,103549
618,ES11,F,2018-01-01,Y55-59,10090,5,99281
619,ES11,F,2018-01-01,Y60-64,10090,5,90823
620,ES11,F,2018-01-01,Y65-69,10090,5,86422
621,ES11,F,2018-01-01,Y70-74,10090,5,83453
622,ES11,F,2018-01-01,Y75-79,10090,5,64409
623,ES11,F,2018-01-01,Y80-84,10090,5,70040
624,ES11,F,2018-01-01,Y85-89,10090,5,50285
625,ES11,F,2018-01-01,Y_GE90,22198,11,30610
626,ES11,F,2018-01-01,Y_LT5,10090,5,47359
627,ES11,F,2018-07-01,Y10-14,10090,135,55074
628,ES11,F,2018-07-01,Y15-19,10090,135,52124
629,ES11,F,2018-07-01,Y20-24,10090,135,53200
630,ES11,F,2018-07-01,Y25-29,10090,135,61487
631,ES11,F,2018-07-01,Y30-34,10090,135,73532
632,ES11,F,2018-07-01,Y35-39,10090,135,97514
633,ES11,F,2018-07-01,Y40-44,10090,135,112737
634,ES11,F,2018-07-01,Y45-49,10090,135,108065
635,ES11,F,2018-07-01,Y5-9,10090,135,53613
636,ES11,F,2018-07-01,Y50-54,10090,135,104305
637,ES11,F,2018-07-01,Y55-59,10090,135,99553
638,ES11,F,2018-07-01,Y60-64,10090,135,91798
639,ES11,F,2018-07-01,Y65-69,10090,135,86128
640,ES11,F,2018-07-01,Y70-74,10090,135,84107
641,ES11,F,2018-07-01,Y75-79,10090,135,66293
642,ES11,F,2018-07-01,Y80-84,10090,135,67675
643,ES11,F,2018-07-01,Y85-89,10090,135,50846
644,ES11,F,2018-07-01,Y_GE90,22198,297,31073
645,ES11,F,2018-07-01,Y_LT5,10090,135,46672
646,ES11,F,2019-01-01,Y10-14,10095,5,55739
647,ES11,F,2019-01-01,Y15-19,10095,5,52754
648,ES11,F,2019-01-01,Y20-24,10095,5,52918
649,ES11,F,2019-01-01,Y25-29,10095,5,61164
650,ES11,F,2019-01-01,Y30-34,10095,5,72001
651,ES11,F,2019-01-01,Y35-39,10095,5,95059
652,ES11,F,2019-01-01,Y40-44,10095,5,113343
653,ES11,F,2019-01-01,Y45-49,10095,5,108381
654,ES11,F,2019-01-01,Y5-9,10095,5,53070
655,ES11,F,2019-01-01,Y50-54,10095,5,105188
656,ES11,F,2019-01-01,Y55-59,10095,5,99900
657,ES11,F,2019-01-01,Y60-64,10095,5,92821
658,ES11,F,2019-01-01,Y65-69,10095,5,85869
659,ES11,F,2019-01-01,Y70-74,10095,5,84829
660,ES11,F,2019-01-01,Y75-79,10095,5,68317
661,ES11,F,2019-01-01,Y80-84,10095,5,65769
662,ES11,F,2019-01-01,Y85-89,10095,5,51850
663,ES11,F,2019-01-01,Y_GE90,22209,11,31979
664,ES11,F,2019-01-01,Y_LT5,10095,5,46036
665,ES11,F,2019-07-01,Y10-14,10095,135,56099
666,ES11,F,2019-07-01,Y15-19,10095,135,53237
667,ES11,F,2019-07-01,Y20-24,10095,135,53059
668,ES11,F,2019-07-01,Y25-29,10095,135,60502
669,ES11,F,2019-07-01,Y30-34,10095,135,70808
670,ES11,F,2019-07-01,Y35-39,10095,135,92710
671,ES11,F,2019-07-01,Y40-44,10095,135,112998
672,ES11,F,2019-07-01,Y45-49,10095,135,108857
673,ES11,F,2019-07-01,Y5-9,10095,135,52448
674,ES11,F,2019-07-01,Y50-54,10095,135,105904
675,ES11,F,2019-07-01,Y55-59,10095,135,100414
676,ES11,F,2019-07-01,Y60-64,10095,135,93838
677,ES11,F,2019-07-01,Y65-69,10095,135,85851
678,ES11,F,2019-07-01,Y70-74,10095,135,85200
679,ES11,F,2019-07-01,Y75-79,10095,135,70633
680,ES11,F,2019-07-01,Y80-84,10095,135,63158
681,ES11,F,2019-07-01,Y85-89,10095,135,52606
682,ES11,F,2019-07-01,Y_GE90,22209,297,32800
683,ES11,F,2019-07-01,Y_LT5,10095,135,45124
684,ES11,F,2020-01-01,Y10-14,10100,5,56635
685,ES11,F,2020-01-01,Y15-19,10100,5,53778
686,ES11,F,2020-01-01,Y20-24,10100,5,53297
687,ES11,F,2020-01-01,Y25-29,10100,5,60053
688,ES11,F,2020-01-01,Y30-34,10100,5,69837
689,ES11,F,2020-01-01,Y35-39,10100,5,90586
690,ES11,F,2020-01-01,Y40-44,10100,5,112965
691,ES11,F,2020-01-01,Y45-49,10100,5,109401
692,ES11,F,2020-01-01,Y5-9,10100,5,52023
693,ES11,F,2020-01-01,Y50-54,10100,5,106770
694,ES11,F,2020-01-01,Y55-59,10100,5,101055
695,ES11,F,2020-01-01,Y60-64,10100,5,94942
696,ES11,F,2020-01-01,Y65-69,10100,5,85906
697,ES11,F,2020-01-01,Y70-74,10100,5,85625
698,ES11,F,2020-01-01,Y75-79,10100,5,72965
699,ES11,F,2020-01-01,Y80-84,10100,5,60812
700,ES11,F,2020-01-01,Y85-89,10100,5,53611
701,ES11,F,2020-01-01,Y_GE90,22220,11,33651
702,ES11,F,2020-01-01,Y_LT5,10100,5,44532
703,ES11,F,2020-07-01,Y10-14,10100,135,56686
704,ES11,F,2020-07-01,Y15-19,10100,135,54185
705,ES11,F,2020-07-01,Y20-24,10100,135,53514
706,ES11,F,2020-07-01,Y25-29,10100,135,59400
707,ES11,F,2020-07-01,Y30-34,10100,135,68813
708,ES11,F,2020-07-01,Y35-39,10100,135,88190
709,ES11,F,2020-07-01,Y40-44,10100,135,111725
710,ES11,F,2020-07-01,Y45-49,10100,135,110416
711,ES11,F,2020-07-01,Y5-9,10100,135,51595
712,ES11,F,2020-07-01,Y50-54,10100,135,107132
713,ES11,F,2020-07-01,Y55-59,10100,135,101369
714,ES11,F,2020-07-01,Y60-64,10100,135,96129
715,ES11,F,2020-07-01,Y65-69,10100,135,86274
716,ES11,F,2020-07-01,Y70-74,10100,135,85021
717,ES11,F,2020-07-01,Y75-79,10100,135,73877
718,ES11,F,2020-07-01,Y80-84,10100,135,60173
719,ES11,F,2020-07-01,Y85-89,10100,135,53857
720,ES11,F,2020-07-01,Y_GE90,22220,297,34338
721,ES11,F,2020-07-01,Y_LT5,10100,135,43595
722,ES11,M,2002-01-01,Y10-14,10010,5,62629
723,ES11,M,2002-01-01,Y15-19,10010,5,79739
724,ES11,M,2002-01-01,Y20-24,10010,5,105078
725,ES11,M,2002-01-01,Y25-29,10010,5,107582
726,ES11,M,2002-01-01,Y30-34,10010,5,100467
727,ES11,M,2002-01-01,Y35-39,10010,5,95871
728,ES11,M,2002-01-01,Y40-44,10010,5,94994
729,ES11,M,2002-01-01,Y45-49,10010,5,87393
730,ES11,M,2002-01-01,Y5-9,10010,5,52129
731,ES11,M,2002-01-01,Y50-54,10010,5,83403
732,ES11,M,2002-01-01,Y55-59,10010,5,79948
733,ES11,M,2002-01-01,Y60-64,10010,5,63263
734,ES11,M,2002-01-01,Y65-69,10010,5,77480
735,ES11,M,2002-01-01,Y70-74,10010,5,63312
736,ES11,M,2002-01-01,Y75-79,10010,5,45843
737,ES11,M,2002-01-01,Y80-84,10010,5,27508
738,ES11,M,2002-01-01,Y85-89,10010,5,13722
739,ES11,M,2002-01-01,Y_GE90,22022,11,5735
740,ES11,M,2002-01-01,Y_LT5,10010,5,49010
741,ES11,M,2002-07-01,Y10-14,10010,135,61910
742,ES11,M,2002-07-01,Y15-19,10010,135,77703
743,ES11,M,2002-07-01,Y20-24,10010,135,103064
744,ES11,M,2002-07-01,Y25-29,10010,135,108561
745,ES11,M,2002-07-01,Y30-34,10010,135,101209
746,ES11,M,2002-07-01,Y35-39,10010,135,96756
747,ES11,M,2002-07-01,Y40-44,10010,135,95478
748,ES11,M,2002-07-01,Y45-49,10010,135,88002
749,ES11,M,2002-07-01,Y5-9,10010,135,51443
750,ES11,M,2002-07-01,Y50-54,10010,135,84172
751,ES11,M,2002-07-01,Y55-59,10010,135,80784
752,ES11,M,2002-07-01,Y60-64,10010,135,63470
753,ES11,M,2002-07-01,Y65-69,10010,135,76064
754,ES11,M,2002-07-01,Y70-74,10010,135,64449
755,ES11,M,2002-07-01,Y75-79,10010,135,46351
756,ES11,M,2002-07-01,Y80-84,10010,135,28294
757,ES11,M,2002-07-01,Y85-89,10010,135,13800
758,ES11,M,2002-07-01,Y_GE90,22022,297,5877
759,ES11,M,2002-07-01,Y_LT5,10010,135,49439
760,ES11,M,2003-01-01,Y10-14,10015,5,61267
761,ES11,M,2003-01-01,Y15-19,10015,5,75665
762,ES11,M,2003-01-01,Y20-24,10015,5,100980
763,ES11,M,2003-01-01,Y25-29,10015,5,109631
764,ES11,M,2003-01-01,Y30-34,10015,5,102013
765,ES11,M,2003-01-01,Y35-39,10015,5,97698
766,ES11,M,2003-01-01,Y40-44,10015,5,95951
767,ES11,M,2003-01-01,Y45-49,10015,5,88635
768,ES11,M,2003-01-01,Y5-9,10015,5,50815
769,ES11,M,2003-01-01,Y50-54,10015,5,84969
770,ES11,M,2003-01-01,Y55-59,10015,5,81640
771,ES11,M,2003-01-01,Y60-64,10015,5,63703
772,ES11,M,2003-01-01,Y65-69,10015,5,74801
773,ES11,M,2003-01-01,Y70-74,10015,5,65775
774,ES11,M,2003-01-01,Y75-79,10015,5,46962
775,ES11,M,2003-01-01,Y80-84,10015,5,29223
776,ES11,M,2003-01-01,Y85-89,10015,5,14021
777,ES11,M,2003-01-01,Y_GE90,22033,11,6005
778,ES11,M,2003-01-01,Y_LT5,10015,5,50148
779,ES11,M,2003-07-01,Y10-14,10015,135,60634
780,ES11,M,2003-07-01,Y15-19,10015,135,73846
781,ES11,M,2003-07-01,Y20-24,10015,135,98532
782,ES11,M,2003-07-01,Y25-29,10015,135,110419
783,ES11,M,2003-07-01,Y30-34,10015,135,102545
784,ES11,M,2003-07-01,Y35-39,10015,135,98759
785,ES11,M,2003-07-01,Y40-44,10015,135,96213
786,ES11,M,2003-07-01,Y45-49,10015,135,89492
787,ES11,M,2003-07-01,Y5-9,10015,135,50301
788,ES11,M,2003-07-01,Y50-54,10015,135,84691
789,ES11,M,2003-07-01,Y55-59,10015,135,82445
790,ES11,M,2003-07-01,Y60-64,10015,135,65891
791,ES11,M,2003-07-01,Y65-69,10015,135,72496
792,ES11,M,2003-07-01,Y70-74,10015,135,66497
793,ES11,M,2003-07-01,Y75-79,10015,135,47672
794,ES11,M,2003-07-01,Y80-84,10015,135,29918
795,ES11,M,2003-07-01,Y85-89,10015,135,14212
796,ES11,M,2003-07-01,Y_GE90,22033,297,6126
797,ES11,M,2003-07-01,Y_LT5,10015,135,50721
798,ES11,M,2004-01-01,Y10-14,10020,5,60063
799,ES11,M,2004-01-01,Y15-19,10020,5,72133
800,ES11,M,2004-01-01,Y20-24,10020,5,96055
801,ES11,M,2004-01-01,Y25-29,10020,5,111233
802,ES11,M,2004-01-01,Y30-34,10020,5,103106
803,ES11,M,2004-01-01,Y35-39,10020,5,99886
804,ES11,M,2004-01-01,Y40-44,10020,5,96581
805,ES11,M,2004-01-01,Y45-49,10020,5,90429
806,ES11,M,2004-01-01,Y5-9,10020,5,49916
807,ES11,M,2004-01-01,Y50-54,10020,5,84478
808,ES11,M,2004-01-01,Y55-59,10020,5,83291
809,ES11,M,2004-01-01,Y60-64,10020,5,68118
810,ES11,M,2004-01-01,Y65-69,10020,5,70401
811,ES11,M,2004-01-01,Y70-74,10020,5,67257
812,ES11,M,2004-01-01,Y75-79,10020,5,48454
813,ES11,M,2004-01-01,Y80-84,10020,5,30655
814,ES11,M,2004-01-01,Y85-89,10020,5,14458
815,ES11,M,2004-01-01,Y_GE90,22044,11,6147
816,ES11,M,2004-01-01,Y_LT5,10020,5,51292
817,ES11,M,2004-07-01,Y10-14,10020,135,59015
818,ES11,M,2004-07-01,Y15-19,10020,135,70629
819,ES11,M,2004-07-01,Y20-24,10020,135,93747
820,ES11,M,2004-07-01,Y25-29,10020,135,110947
821,ES11,M,2004-07-01,Y30-34,10020,135,104241
822,ES11,M,2004-07-01,Y35-39,10020,135,100542
823,ES11,M,2004-07-01,Y40-44,10020,135,96976
824,ES11,M,2004-07-01,Y45-49,10020,135,91439
825,ES11,M,2004-07-01,Y5-9,10020,135,49909
826,ES11,M,2004-07-01,Y50-54,10020,135,84492
827,ES11,M,2004-07-01,Y55-59,10020,135,83842
828,ES11,M,2004-07-01,Y60-64,10020,135,70749
829,ES11,M,2004-07-01,Y65-69,10020,135,67875
830,ES11,M,2004-07-01,Y70-74,10020,135,68014
831,ES11,M,2004-07-01,Y75-79,10020,135,49263
832,ES11,M,2004-07-01,Y80-84,10020,135,31339
833,ES11,M,2004-07-01,Y85-89,10020,135,14587
834,ES11,M,2004-07-01,Y_GE90,22044,297,6221
835,ES11,M,2004-07-01,Y_LT5,10020,135,51747
836,ES11,M,2005-01-01,Y10-14,10025,5,58044
837,ES11,M,2005-01-01,Y15-19,10025,5,69216
838,ES11,M,2005-01-01,Y20-24,10025,5,91563
839,ES11,M,2005-01-01,Y25-29,10025,5,110696
840,ES11,M,2005-01-01,Y30-34,10025,5,105471
841,ES11,M,2005-01-01,Y35-39,10025,5,101320
842,ES11,M,2005-01-01,Y40-44,10025,5,97489
843,ES11,M,2005-01-01,Y45-49,10025,5,92572
844,ES11,M,2005-01-01,Y5-9,10025,5,49986
845,ES11,M,2005-01-01,Y50-54,10025,5,84561
846,ES11,M,2005-01-01,Y55-59,10025,5,84444
847,ES11,M,2005-01-01,Y60-64,10025,5,73421
848,ES11,M,2005-01-01,Y65-69,10025,5,65476
849,ES11,M,2005-01-01,Y70-74,10025,5,68850
850,ES11,M,2005-01-01,Y75-79,10025,5,50117
851,ES11,M,2005-01-01,Y80-84,10025,5,32139
852,ES11,M,2005-01-01,Y85-89,10025,5,14691
853,ES11,M,2005-01-01,Y_GE90,22055,11,6350
854,ES11,M,2005-01-01,Y_LT5,10025,5,52508
855,ES11,M,2005-07-01,Y10-14,10025,135,57235
856,ES11,M,2005-07-01,Y15-19,10025,135,68014
857,ES11,M,2005-07-01,Y20-24,10025,135,89088
858,ES11,M,2005-07-01,Y25-29,10025,135,110086
859,ES11,M,2005-07-01,Y30-34,10025,135,106845
860,ES11,M,2005-07-01,Y35-39,10025,135,102165
861,ES11,M,2005-07-01,Y40-44,10025,135,97576
862,ES11,M,2005-07-01,Y45-49,10025,135,93891
863,ES11,M,2005-07-01,Y5-9,10025,135,50323
864,ES11,M,2005-07-01,Y50-54,10025,135,85041
865,ES11,M,2005-07-01,Y55-59,10025,135,84120
866,ES11,M,2005-07-01,Y60-64,10025,135,74636
867,ES11,M,2005-07-01,Y65-69,10025,135,64713
868,ES11,M,2005-07-01,Y70-74,10025,135,69354
869,ES11,M,2005-07-01,Y75-79,10025,135,51068
870,ES11,M,2005-07-01,Y80-84,10025,135,32465
871,ES11,M,2005-07-01,Y85-89,10025,135,15024
872,ES11,M,2005-07-01,Y_GE90,22055,297,6427
873,ES11,M,2005-07-01,Y_LT5,10025,135,52828
874,ES11,M,2006-01-01,Y10-14,10030,5,56466
875,ES11,M,2006-01-01,Y15-19,10030,5,66818
876,ES11,M,2006-01-01,Y20-24,10030,5,86565
877,ES11,M,2006-01-01,Y25-29,10030,5,109298
878,ES11,M,2006-01-01,Y30-34,10030,5,108102
879,ES11,M,2006-01-01,Y35-39,10030,5,103016
880,ES11,M,2006-01-01,Y40-44,10030,5,97676
881,ES11,M,2006-01-01,Y45-49,10030,5,95304
882,ES11,M,2006-01-01,Y5-9,10030,5,50764
883,ES11,M,2006-01-01,Y50-54,10030,5,85588
884,ES11,M,2006-01-01,Y55-59,10030,5,83810
885,ES11,M,2006-01-01,Y60-64,10030,5,75955
886,ES11,M,2006-01-01,Y65-69,10030,5,64089
887,ES11,M,2006-01-01,Y70-74,10030,5,70067
888,ES11,M,2006-01-01,Y75-79,10030,5,52200
889,ES11,M,2006-01-01,Y80-84,10030,5,32967
890,ES11,M,2006-01-01,Y85-89,10030,5,15491
891,ES11,M,2006-01-01,Y_GE90,22066,11,6585
892,ES11,M,2006-01-01,Y_LT5,10030,5,53456
893,ES11,M,2006-07-01,Y10-14,10030,135,55600
894,ES11,M,2006-07-01,Y15-19,10030,135,65938
895,ES11,M,2006-07-01,Y20-24,10030,135,83983
896,ES11,M,2006-07-01,Y25-29,10030,135,107934
897,ES11,M,2006-07-01,Y30-34,10030,135,109343
898,ES11,M,2006-07-01,Y35-39,10030,135,103744
899,ES11,M,2006-07-01,Y40-44,10030,135,98284
900,ES11,M,2006-07-01,Y45-49,10030,135,96060
901,ES11,M,2006-07-01,Y5-9,10030,135,51316
902,ES11,M,2006-07-01,Y50-54,10030,135,86754
903,ES11,M,2006-07-01,Y55-59,10030,135,83369
904,ES11,M,2006-07-01,Y60-64,10030,135,77441
905,ES11,M,2006-07-01,Y65-69,10030,135,62790
906,ES11,M,2006-07-01,Y70-74,10030,135,70689
907,ES11,M,2006-07-01,Y75-79,10030,135,53062
908,ES11,M,2006-07-01,Y80-84,10030,135,33514
909,ES11,M,2006-07-01,Y85-89,10030,135,15884
910,ES11,M,2006-07-01,Y_GE90,22066,297,6750
911,ES11,M,2006-07-01,Y_LT5,10030,135,53763
912,ES11,M,2007-01-01,Y10-14,10035,5,54830
913,ES11,M,2007-01-01,Y15-19,10035,5,65261
914,ES11,M,2007-01-01,Y20-24,10035,5,81554
915,ES11,M,2007-01-01,Y25-29,10035,5,106752
916,ES11,M,2007-01-01,Y30-34,10035,5,110682
917,ES11,M,2007-01-01,Y35-39,10035,5,104739
918,ES11,M,2007-01-01,Y40-44,10035,5,99048
919,ES11,M,2007-01-01,Y45-49,10035,5,96895
920,ES11,M,2007-01-01,Y5-9,10035,5,52002
921,ES11,M,2007-01-01,Y50-54,10035,5,87930
922,ES11,M,2007-01-01,Y55-59,10035,5,83033
923,ES11,M,2007-01-01,Y60-64,10035,5,78982
924,ES11,M,2007-01-01,Y65-69,10035,5,61652
925,ES11,M,2007-01-01,Y70-74,10035,5,71340
926,ES11,M,2007-01-01,Y75-79,10035,5,54005
927,ES11,M,2007-01-01,Y80-84,10035,5,34080
928,ES11,M,2007-01-01,Y85-89,10035,5,16320
929,ES11,M,2007-01-01,Y_GE90,22077,11,6892
930,ES11,M,2007-01-01,Y_LT5,10035,5,54431
931,ES11,M,2007-07-01,Y10-14,10035,135,54150
932,ES11,M,2007-07-01,Y15-19,10035,135,64600
933,ES11,M,2007-07-01,Y20-24,10035,135,79888
934,ES11,M,2007-07-01,Y25-29,10035,135,105023
935,ES11,M,2007-07-01,Y30-34,10035,135,111865
936,ES11,M,2007-07-01,Y35-39,10035,135,105660
937,ES11,M,2007-07-01,Y40-44,10035,135,100185
938,ES11,M,2007-07-01,Y45-49,10035,135,97534
939,ES11,M,2007-07-01,Y5-9,10035,135,52394
940,ES11,M,2007-07-01,Y50-54,10035,135,88724
941,ES11,M,2007-07-01,Y55-59,10035,135,83900
942,ES11,M,2007-07-01,Y60-64,10035,135,79785
943,ES11,M,2007-07-01,Y65-69,10035,135,61797
944,ES11,M,2007-07-01,Y70-74,10035,135,70016
945,ES11,M,2007-07-01,Y75-79,10035,135,55080
946,ES11,M,2007-07-01,Y80-84,10035,135,34624
947,ES11,M,2007-07-01,Y85-89,10035,135,16899
948,ES11,M,2007-07-01,Y_GE90,22077,297,7015
949,ES11,M,2007-07-01,Y_LT5,10035,135,55086
950,ES11,M,2008-01-01,Y10-14,10040,5,53549
951,ES11,M,2008-01-01,Y15-19,10040,5,63941
952,ES11,M,2008-01-01,Y20-24,10040,5,78228
953,ES11,M,2008-01-01,Y25-29,10040,5,103355
954,ES11,M,2008-01-01,Y30-34,10040,5,113211
955,ES11,M,2008-01-01,Y35-39,10040,5,106664
956,ES11,M,2008-01-01,Y40-44,10040,5,101300
957,ES11,M,2008-01-01,Y45-49,10040,5,98160
958,ES11,M,2008-01-01,Y5-9,10040,5,52866
959,ES11,M,2008-01-01,Y50-54,10040,5,89461
